artist,songs,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,0.391,0.745,2,-6.296,1,0.0884,0.0497,0.0,0.329,0.483,78.205,audio_features,0bHA8LApeZHv7ZlhVUWg8X,https://api.spotify.com/v1/tracks/0bHA8LApeZHv7ZlhVUWg8X,https://api.spotify.com/v1/audio-analysis/0bHA8LApeZHv7ZlhVUWg8X,320161,4
Steve Aoki,Back to Earth (feat. Fall Out Boy),spotify:track:1SqHHN5Mqy13gHbDGjTaU7,0.585,0.906,4,-3.044,0,0.228,0.0268,0.0,0.0482,0.209,128.072,audio_features,1SqHHN5Mqy13gHbDGjTaU7,https://api.spotify.com/v1/tracks/1SqHHN5Mqy13gHbDGjTaU7,https://api.spotify.com/v1/audio-analysis/1SqHHN5Mqy13gHbDGjTaU7,243747,4
Robin Thicke,Back Together,spotify:track:16e3Ly7ddGqqnFDiWWWwnc,0.736,0.785,10,-5.296,0,0.0694,0.0925,0.0,0.0964,0.774,117.91,audio_features,16e3Ly7ddGqqnFDiWWWwnc,https://api.spotify.com/v1/tracks/16e3Ly7ddGqqnFDiWWWwnc,https://api.spotify.com/v1/audio-analysis/16e3Ly7ddGqqnFDiWWWwnc,224307,4
Zedd,Beautiful Now,spotify:track:0TFG6qUaTLDTym3c3HZ5gS,0.634,0.822,11,-4.124,0,0.0277,0.00738,4.44e-05,0.0887,0.548,128.006,audio_features,0TFG6qUaTLDTym3c3HZ5gS,https://api.spotify.com/v1/tracks/0TFG6qUaTLDTym3c3HZ5gS,https://api.spotify.com/v1/audio-analysis/0TFG6qUaTLDTym3c3HZ5gS,218493,4
Rihanna,Bitch Better Have My Money,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,audio_features,0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,219306,4
DNCE,Cake By The Ocean,spotify:track:0Kahm7qIT3oUsRSc4NWWmh,0.772,0.779,4,-5.479,0,0.0509,0.148,0.0,0.0534,0.892,118.998,audio_features,0Kahm7qIT3oUsRSc4NWWmh,https://api.spotify.com/v1/tracks/0Kahm7qIT3oUsRSc4NWWmh,https://api.spotify.com/v1/audio-analysis/0Kahm7qIT3oUsRSc4NWWmh,218440,4
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,spotify:track:2XPc8gL9PwxGURQFcFaDJR,0.777,0.663,4,-6.117,1,0.0305,0.146,1.52e-05,0.174,0.614,118.016,audio_features,2XPc8gL9PwxGURQFcFaDJR,https://api.spotify.com/v1/tracks/2XPc8gL9PwxGURQFcFaDJR,https://api.spotify.com/v1/audio-analysis/2XPc8gL9PwxGURQFcFaDJR,181827,4
Demi Lovato,Confident,spotify:track:4wBA24GuWqlFfZ6uL65aXP,0.597,0.749,3,-6.252,1,0.0768,0.00175,0.000187,0.116,0.326,130.077,audio_features,4wBA24GuWqlFfZ6uL65aXP,https://api.spotify.com/v1/tracks/4wBA24GuWqlFfZ6uL65aXP,https://api.spotify.com/v1/audio-analysis/4wBA24GuWqlFfZ6uL65aXP,205747,4
Demi Lovato,Cool for the Summer,spotify:track:1KK0j3djUgx5tuOMwesdAT,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101,audio_features,1KK0j3djUgx5tuOMwesdAT,https://api.spotify.com/v1/tracks/1KK0j3djUgx5tuOMwesdAT,https://api.spotify.com/v1/audio-analysis/1KK0j3djUgx5tuOMwesdAT,214746,4
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",spotify:track:2PIvq1pGrUjY007X5y1UpM,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,audio_features,2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/tracks/2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/audio-analysis/2PIvq1pGrUjY007X5y1UpM,252227,3
One Direction,Drag Me Down,spotify:track:70OTIpw8x8UXUsuCHW9i1i,0.723,0.711,0,-5.576,0,0.0378,0.0997,0.0,0.0528,0.606,138.098,audio_features,70OTIpw8x8UXUsuCHW9i1i,https://api.spotify.com/v1/tracks/70OTIpw8x8UXUsuCHW9i1i,https://api.spotify.com/v1/audio-analysis/70OTIpw8x8UXUsuCHW9i1i,192107,4
Icona Pop,Emergency,spotify:track:6E7oFW7xTK6Ghucsq6tMUj,0.834,0.969,6,-3.383,1,0.063,0.0558,0.000723,0.0635,0.928,125.985,audio_features,6E7oFW7xTK6Ghucsq6tMUj,https://api.spotify.com/v1/tracks/6E7oFW7xTK6Ghucsq6tMUj,https://api.spotify.com/v1/audio-analysis/6E7oFW7xTK6Ghucsq6tMUj,169617,4
Elle King,Ex's & Oh's,spotify:track:70eDxAyAraNTiD6lx2ZEnH,0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988,audio_features,70eDxAyAraNTiD6lx2ZEnH,https://api.spotify.com/v1/tracks/70eDxAyAraNTiD6lx2ZEnH,https://api.spotify.com/v1/audio-analysis/70eDxAyAraNTiD6lx2ZEnH,202173,4
Nelly,The Fix (feat. Jeremih),spotify:track:20IZ0jYjnFO0NxyiaRsJwb,0.812,0.479,8,-6.47,1,0.0429,0.0485,0.0,0.102,0.0873,95.505,audio_features,20IZ0jYjnFO0NxyiaRsJwb,https://api.spotify.com/v1/tracks/20IZ0jYjnFO0NxyiaRsJwb,https://api.spotify.com/v1/audio-analysis/20IZ0jYjnFO0NxyiaRsJwb,173045,4
Pitbull,Fun (feat. Chris Brown),spotify:track:6Zo3wgDE076K2AuiGZF3CS,0.793,0.774,0,-3.667,0,0.0478,0.156,0.0,0.193,0.547,113.967,audio_features,6Zo3wgDE076K2AuiGZF3CS,https://api.spotify.com/v1/tracks/6Zo3wgDE076K2AuiGZF3CS,https://api.spotify.com/v1/audio-analysis/6Zo3wgDE076K2AuiGZF3CS,202307,4
Adam Lambert,Ghost Town,spotify:track:7Df0z75yVuHOFEuAbk40lA,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,audio_features,7Df0z75yVuHOFEuAbk40lA,https://api.spotify.com/v1/tracks/7Df0z75yVuHOFEuAbk40lA,https://api.spotify.com/v1/audio-analysis/7Df0z75yVuHOFEuAbk40lA,208330,4
Adele,Hello,spotify:track:0ENSn4fwAbCGeFGVUbXEU3,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,audio_features,0ENSn4fwAbCGeFGVUbXEU3,https://api.spotify.com/v1/tracks/0ENSn4fwAbCGeFGVUbXEU3,https://api.spotify.com/v1/audio-analysis/0ENSn4fwAbCGeFGVUbXEU3,295493,4
Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,0.896,0.623,2,-8.008,1,0.0571,0.00257,0.000258,0.039,0.585,134.962,audio_features,6nmz4imkDcmtwMjocAzFSx,https://api.spotify.com/v1/tracks/6nmz4imkDcmtwMjocAzFSx,https://api.spotify.com/v1/audio-analysis/6nmz4imkDcmtwMjocAzFSx,267024,4
OMI,Hula Hoop,spotify:track:1g9V4qY5UaWJJRRYL9WYmG,0.674,0.84,10,-4.493,0,0.0371,0.0256,0.0,0.269,0.579,121.947,audio_features,1g9V4qY5UaWJJRRYL9WYmG,https://api.spotify.com/v1/tracks/1g9V4qY5UaWJJRRYL9WYmG,https://api.spotify.com/v1/audio-analysis/1g9V4qY5UaWJJRRYL9WYmG,206013,4
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",spotify:track:2S5LNtRVRPbXk01yRQ14sZ,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004,audio_features,2S5LNtRVRPbXk01yRQ14sZ,https://api.spotify.com/v1/tracks/2S5LNtRVRPbXk01yRQ14sZ,https://api.spotify.com/v1/audio-analysis/2S5LNtRVRPbXk01yRQ14sZ,224258,4
OneRepublic,I Lived,spotify:track:7D49Iig0avHre9RFSUMkd2,0.599,0.854,9,-5.429,1,0.0436,0.0746,0.0,0.278,0.311,119.986,audio_features,7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/tracks/7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/audio-analysis/7D49Iig0avHre9RFSUMkd2,234547,4
Shaggy,"I Need Your Love (feat. Mohombi, Faydee & Costi)",spotify:track:74Xdx4ezYQQlg8wKswq25T,0.529,0.794,5,-3.903,1,0.164,0.122,0.0,0.117,0.543,119.956,audio_features,74Xdx4ezYQQlg8wKswq25T,https://api.spotify.com/v1/tracks/74Xdx4ezYQQlg8wKswq25T,https://api.spotify.com/v1/audio-analysis/74Xdx4ezYQQlg8wKswq25T,216667,3
Sam Smith,Like I Can,spotify:track:4iOoHmJJiqyTxsXSa5uELv,0.652,0.632,7,-6.612,0,0.0375,0.363,1.2e-05,0.124,0.484,99.952,audio_features,4iOoHmJJiqyTxsXSa5uELv,https://api.spotify.com/v1/tracks/4iOoHmJJiqyTxsXSa5uELv,https://api.spotify.com/v1/audio-analysis/4iOoHmJJiqyTxsXSa5uELv,167066,4
Charlie Puth,Marvin Gaye (feat. Meghan Trainor),spotify:track:6ukMqDxnOPOgoHdak7Kyp3,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,audio_features,6ukMqDxnOPOgoHdak7Kyp3,https://api.spotify.com/v1/tracks/6ukMqDxnOPOgoHdak7Kyp3,https://api.spotify.com/v1/audio-analysis/6ukMqDxnOPOgoHdak7Kyp3,190453,4
Ellie Goulding,On My Mind,spotify:track:2wA4C7X7O9hMjuemyHwLgd,0.696,0.694,0,-6.631,1,0.0534,0.269,4.36e-06,0.0862,0.736,154.941,audio_features,2wA4C7X7O9hMjuemyHwLgd,https://api.spotify.com/v1/tracks/2wA4C7X7O9hMjuemyHwLgd,https://api.spotify.com/v1/audio-analysis/2wA4C7X7O9hMjuemyHwLgd,213445,4
Charlie Puth,One Call Away,spotify:track:2uEJanMvnA1dXgX1ASnPQm,0.665,0.62,1,-5.43,1,0.035,0.417,0.0,0.113,0.451,91.008,audio_features,2uEJanMvnA1dXgX1ASnPQm,https://api.spotify.com/v1/tracks/2uEJanMvnA1dXgX1ASnPQm,https://api.spotify.com/v1/audio-analysis/2uEJanMvnA1dXgX1ASnPQm,192075,4
Calvin Harris,Outside (feat. Ellie Goulding),spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,audio_features,7MmG8p0F9N3C4AXdK6o6Eb,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,https://api.spotify.com/v1/audio-analysis/7MmG8p0F9N3C4AXdK6o6Eb,227267,4
One Direction,Perfect,spotify:track:3DnzEB8Ffnp5sjnCbOugUX,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,audio_features,3DnzEB8Ffnp5sjnCbOugUX,https://api.spotify.com/v1/tracks/3DnzEB8Ffnp5sjnCbOugUX,https://api.spotify.com/v1/audio-analysis/3DnzEB8Ffnp5sjnCbOugUX,230333,4
Ed Sheeran,Photograph,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987,4
Britney Spears,Pretty Girls,spotify:track:6QicTxeiSaRkPnkGDUvYOs,0.834,0.831,7,-6.061,0,0.0745,0.00799,0.0,0.217,0.788,103.009,audio_features,6QicTxeiSaRkPnkGDUvYOs,https://api.spotify.com/v1/tracks/6QicTxeiSaRkPnkGDUvYOs,https://api.spotify.com/v1/audio-analysis/6QicTxeiSaRkPnkGDUvYOs,163960,4
X Ambassadors,Renegades,spotify:track:0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,audio_features,0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,195200,4
The Chainsmokers,Roses,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,audio_features,3vv9phIu6Y1vX3jcqaGz5Z,https://api.spotify.com/v1/tracks/3vv9phIu6Y1vX3jcqaGz5Z,https://api.spotify.com/v1/audio-analysis/3vv9phIu6Y1vX3jcqaGz5Z,226739,4
Vance Joy,Riptide,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm,204280,4
Selena Gomez,Same Old Love,spotify:track:7jv4Mb21bdd9SDVOm9Fm9l,0.669,0.592,11,-3.968,0,0.0312,0.0213,0.0,0.124,0.447,98.065,audio_features,7jv4Mb21bdd9SDVOm9Fm9l,https://api.spotify.com/v1/tracks/7jv4Mb21bdd9SDVOm9Fm9l,https://api.spotify.com/v1/audio-analysis/7jv4Mb21bdd9SDVOm9Fm9l,229013,4
Wiz Khalifa,See You Again (feat. Charlie Puth),spotify:track:7wqSzGeodspE3V6RBD5W8L,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,229526,4
Shawn Mendes,Stitches,spotify:track:3zkWCteF82vJwv0hRLba76,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,audio_features,3zkWCteF82vJwv0hRLba76,https://api.spotify.com/v1/tracks/3zkWCteF82vJwv0hRLba76,https://api.spotify.com/v1/audio-analysis/3zkWCteF82vJwv0hRLba76,206880,4
Sweet Baby May,Style,spotify:track:4DO3QL3whXQ5vgYg8nan9Z,0.656,0.582,2,-8.464,1,0.0372,0.0319,3.81e-05,0.126,0.171,95.003,audio_features,4DO3QL3whXQ5vgYg8nan9Z,https://api.spotify.com/v1/tracks/4DO3QL3whXQ5vgYg8nan9Z,https://api.spotify.com/v1/audio-analysis/4DO3QL3whXQ5vgYg8nan9Z,271166,4
Afrojack,SummerThing!,spotify:track:1KcnJTiXJXAqW5bB7zpkBC,0.707,0.782,0,-5.463,1,0.0613,0.0541,0.0,0.297,0.79,130.036,audio_features,1KcnJTiXJXAqW5bB7zpkBC,https://api.spotify.com/v1/tracks/1KcnJTiXJXAqW5bB7zpkBC,https://api.spotify.com/v1/audio-analysis/1KcnJTiXJXAqW5bB7zpkBC,235344,4
Maroon 5,This Summer,spotify:track:5uVji14OWpj9HMKLXdhjAv,0.54,0.766,4,-5.148,0,0.07,0.000248,0.0,0.641,0.176,98.932,audio_features,5uVji14OWpj9HMKLXdhjAv,https://api.spotify.com/v1/tracks/5uVji14OWpj9HMKLXdhjAv,https://api.spotify.com/v1/audio-analysis/5uVji14OWpj9HMKLXdhjAv,224400,4
Silentó,Watch Me (Whip / Nae Nae),spotify:track:5RIVoVdkDLEygELLCniZFr,0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,audio_features,5RIVoVdkDLEygELLCniZFr,https://api.spotify.com/v1/tracks/5RIVoVdkDLEygELLCniZFr,https://api.spotify.com/v1/audio-analysis/5RIVoVdkDLEygELLCniZFr,185143,4
DJ Snake,You Know You Like It,spotify:track:57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,audio_features,57kR5SniQIbsbVoIjjOUDa,https://api.spotify.com/v1/tracks/57kR5SniQIbsbVoIjjOUDa,https://api.spotify.com/v1/audio-analysis/57kR5SniQIbsbVoIjjOUDa,247267,4
SANNI,2080-luvulla,spotify:track:1nuPaBJRRRKsh0T2uPt66c,0.583,0.584,3,-6.082,1,0.0357,0.0387,0.00859,0.335,0.201,123.018,audio_features,1nuPaBJRRRKsh0T2uPt66c,https://api.spotify.com/v1/tracks/1nuPaBJRRRKsh0T2uPt66c,https://api.spotify.com/v1/audio-analysis/1nuPaBJRRRKsh0T2uPt66c,257573,4
JVG,Mauton jasso,spotify:track:2HtvtuuCF0xUz7YygBVQpR,0.761,0.83,8,-4.863,0,0.0988,0.0524,0.0,0.751,0.871,144.026,audio_features,2HtvtuuCF0xUz7YygBVQpR,https://api.spotify.com/v1/tracks/2HtvtuuCF0xUz7YygBVQpR,https://api.spotify.com/v1/audio-analysis/2HtvtuuCF0xUz7YygBVQpR,199160,4
Antti Tuisku,Peto on irti,spotify:track:0VgYmfkLUd2UicGu3D8dWF,0.679,0.866,0,-3.86,0,0.0889,0.0984,0.0,0.139,0.75,127.966,audio_features,0VgYmfkLUd2UicGu3D8dWF,https://api.spotify.com/v1/tracks/0VgYmfkLUd2UicGu3D8dWF,https://api.spotify.com/v1/audio-analysis/0VgYmfkLUd2UicGu3D8dWF,213707,4
Timmy Trumpet,Freaks - Radio Edit,spotify:track:4wQ8cM5towhQKEOt5G9u0j,0.886,0.967,4,-0.776,1,0.142,0.0157,0.389,0.239,0.745,128.1,audio_features,4wQ8cM5towhQKEOt5G9u0j,https://api.spotify.com/v1/tracks/4wQ8cM5towhQKEOt5G9u0j,https://api.spotify.com/v1/audio-analysis/4wQ8cM5towhQKEOt5G9u0j,168750,4
Mark Ronson,Uptown Funk (feat. Bruno Mars),spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4
Elastinen,Eteen ja Ylös,spotify:track:5JkE7B1dbiF5dpayJCeS92,0.589,0.746,9,-5.314,0,0.0822,0.0482,0.0,0.234,0.469,85.022,audio_features,5JkE7B1dbiF5dpayJCeS92,https://api.spotify.com/v1/tracks/5JkE7B1dbiF5dpayJCeS92,https://api.spotify.com/v1/audio-analysis/5JkE7B1dbiF5dpayJCeS92,217053,4
Haloo Helsinki!,Kiitos ei ole kirosana,spotify:track:0CcH4QwzBFMcciFFAwNYHI,0.582,0.941,7,-6.162,1,0.068,0.057,2.08e-05,0.336,0.518,140.013,audio_features,0CcH4QwzBFMcciFFAwNYHI,https://api.spotify.com/v1/tracks/0CcH4QwzBFMcciFFAwNYHI,https://api.spotify.com/v1/audio-analysis/0CcH4QwzBFMcciFFAwNYHI,240907,4
Robin,Sua varten,spotify:track:10lvKR4nGNgkXnKzGWOlv9,0.669,0.905,8,-5.014,0,0.0516,0.105,0.0,0.17,0.885,141.991,audio_features,10lvKR4nGNgkXnKzGWOlv9,https://api.spotify.com/v1/tracks/10lvKR4nGNgkXnKzGWOlv9,https://api.spotify.com/v1/audio-analysis/10lvKR4nGNgkXnKzGWOlv9,196840,4
Kwabs,Walk,spotify:track:2ZvsMMI4aOkMUo92MKQzFI,0.615,0.814,9,-3.903,0,0.0677,0.17,0.0,0.218,0.577,144.005,audio_features,2ZvsMMI4aOkMUo92MKQzFI,https://api.spotify.com/v1/tracks/2ZvsMMI4aOkMUo92MKQzFI,https://api.spotify.com/v1/audio-analysis/2ZvsMMI4aOkMUo92MKQzFI,214150,4
Mr. Probz,Nothing Really Matters - Afrojack Remix,spotify:track:02DoXNeIVYvONhTk1fGQrz,0.656,0.752,4,-5.622,1,0.0378,0.354,1.1e-05,0.0707,0.477,128.029,audio_features,02DoXNeIVYvONhTk1fGQrz,https://api.spotify.com/v1/tracks/02DoXNeIVYvONhTk1fGQrz,https://api.spotify.com/v1/audio-analysis/02DoXNeIVYvONhTk1fGQrz,199247,4
Aste,Himalaja,spotify:track:5lSElJCrno66P4vXCF4WCk,0.467,0.794,7,-3.537,1,0.317,0.112,0.0,0.203,0.52,96.47,audio_features,5lSElJCrno66P4vXCF4WCk,https://api.spotify.com/v1/tracks/5lSElJCrno66P4vXCF4WCk,https://api.spotify.com/v1/audio-analysis/5lSElJCrno66P4vXCF4WCk,204559,4
Nikke Ankara,Spesiaali,spotify:track:3keL2QBS50cRHwdiq9vfbf,0.642,0.809,5,-4.499,1,0.141,0.0172,0.0,0.172,0.591,176.961,audio_features,3keL2QBS50cRHwdiq9vfbf,https://api.spotify.com/v1/tracks/3keL2QBS50cRHwdiq9vfbf,https://api.spotify.com/v1/audio-analysis/3keL2QBS50cRHwdiq9vfbf,213227,4
Satin Circus,Crossroads,spotify:track:2U4re7xYTSKBTs9eRXSfkg,0.556,0.718,1,-6.067,1,0.0378,0.00773,0.0,0.0721,0.481,128.073,audio_features,2U4re7xYTSKBTs9eRXSfkg,https://api.spotify.com/v1/tracks/2U4re7xYTSKBTs9eRXSfkg,https://api.spotify.com/v1/audio-analysis/2U4re7xYTSKBTs9eRXSfkg,180200,4
STIG,Roy Orbison,spotify:track:0RsDZ67c93b1ynm5tjngZJ,0.593,0.871,7,-4.703,0,0.0369,0.0167,9.2e-06,0.344,0.719,162.955,audio_features,0RsDZ67c93b1ynm5tjngZJ,https://api.spotify.com/v1/tracks/0RsDZ67c93b1ynm5tjngZJ,https://api.spotify.com/v1/audio-analysis/0RsDZ67c93b1ynm5tjngZJ,212613,4
Calvin Harris,Blame (feat. John Newman),spotify:track:07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,audio_features,07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960,4
Robin,Paperilennokki,spotify:track:53QKNB4O5P0NkZFnPOc2bf,0.703,0.658,0,-5.373,1,0.0536,0.275,0.0,0.0943,0.503,95.022,audio_features,53QKNB4O5P0NkZFnPOc2bf,https://api.spotify.com/v1/tracks/53QKNB4O5P0NkZFnPOc2bf,https://api.spotify.com/v1/audio-analysis/53QKNB4O5P0NkZFnPOc2bf,192520,4
Sam Smith,Stay With Me,spotify:track:7IHOIqZUUInxjVkko181PB,0.5,0.418,0,-6.535,1,0.0377,0.566,0.000193,0.11,0.176,84.899,audio_features,7IHOIqZUUInxjVkko181PB,https://api.spotify.com/v1/tracks/7IHOIqZUUInxjVkko181PB,https://api.spotify.com/v1/audio-analysis/7IHOIqZUUInxjVkko181PB,172724,4
Jari Sillanpää,Sinä ansaitset kultaa,spotify:track:2xHdiCxtPYgyaEc6ZWfq74,0.577,0.691,5,-5.761,0,0.0296,0.362,0.0,0.132,0.246,143.998,audio_features,2xHdiCxtPYgyaEc6ZWfq74,https://api.spotify.com/v1/tracks/2xHdiCxtPYgyaEc6ZWfq74,https://api.spotify.com/v1/audio-analysis/2xHdiCxtPYgyaEc6ZWfq74,232680,4
Lost Frequencies,Are You With Me - Radio Edit,spotify:track:477daPpd3DnneaHhvjM35l,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03,audio_features,477daPpd3DnneaHhvjM35l,https://api.spotify.com/v1/tracks/477daPpd3DnneaHhvjM35l,https://api.spotify.com/v1/audio-analysis/477daPpd3DnneaHhvjM35l,138843,4
JVG,Tuulisii (feat. Pete Parkkonen),spotify:track:1zbwVVLOInai4a1ZmlmPp8,0.694,0.638,2,-5.171,1,0.0703,0.179,0.0,0.152,0.509,77.008,audio_features,1zbwVVLOInai4a1ZmlmPp8,https://api.spotify.com/v1/tracks/1zbwVVLOInai4a1ZmlmPp8,https://api.spotify.com/v1/audio-analysis/1zbwVVLOInai4a1ZmlmPp8,228133,4
Deorro,Five More Hours,spotify:track:6YwLgicpvVuMt1eE2OldwQ,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,6YwLgicpvVuMt1eE2OldwQ,https://api.spotify.com/v1/tracks/6YwLgicpvVuMt1eE2OldwQ,https://api.spotify.com/v1/audio-analysis/6YwLgicpvVuMt1eE2OldwQ,211975,4
Robin Schulz,Headlights (feat. Ilsey),spotify:track:06Hdbxh6NCy6TIhjdXTchB,0.597,0.685,11,-6.371,1,0.0367,0.0245,0.000335,0.182,0.369,122.002,audio_features,06Hdbxh6NCy6TIhjdXTchB,https://api.spotify.com/v1/tracks/06Hdbxh6NCy6TIhjdXTchB,https://api.spotify.com/v1/audio-analysis/06Hdbxh6NCy6TIhjdXTchB,209208,4
Mikael Gabriel,Mimmit fiilaa,spotify:track:059ZdcYEsV1MkiQGdKfNdV,0.779,0.688,7,-7.341,1,0.0362,0.0286,0.0,0.365,0.688,125.019,audio_features,059ZdcYEsV1MkiQGdKfNdV,https://api.spotify.com/v1/tracks/059ZdcYEsV1MkiQGdKfNdV,https://api.spotify.com/v1/audio-analysis/059ZdcYEsV1MkiQGdKfNdV,201133,4
TCT,Virheistä kaunein,spotify:track:33xHJSf8Dg0Ja2uTYvzuHW,0.739,0.68,4,-5.27,0,0.074,0.192,0.0,0.139,0.485,124.004,audio_features,33xHJSf8Dg0Ja2uTYvzuHW,https://api.spotify.com/v1/tracks/33xHJSf8Dg0Ja2uTYvzuHW,https://api.spotify.com/v1/audio-analysis/33xHJSf8Dg0Ja2uTYvzuHW,214967,4
SAARA,Ur Cool,spotify:track:5yRAGUGUwc5MzNgzNk3SHE,0.627,0.742,0,-4.425,1,0.132,0.0251,0.0,0.0808,0.78,147.13,audio_features,5yRAGUGUwc5MzNgzNk3SHE,https://api.spotify.com/v1/tracks/5yRAGUGUwc5MzNgzNk3SHE,https://api.spotify.com/v1/audio-analysis/5yRAGUGUwc5MzNgzNk3SHE,179999,4
ABREU,Bandana,spotify:track:2j4eQumOh0qlUIAPbMKJuu,0.74,0.762,11,-5.16,1,0.0756,0.251,6.99e-05,0.108,0.716,100.03,audio_features,2j4eQumOh0qlUIAPbMKJuu,https://api.spotify.com/v1/tracks/2j4eQumOh0qlUIAPbMKJuu,https://api.spotify.com/v1/audio-analysis/2j4eQumOh0qlUIAPbMKJuu,161853,4
Felix Jaehn,Ain't Nobody (Loves Me Better),spotify:track:5afHIkEcVhCF1Z1CTqMUXB,0.768,0.567,2,-7.046,0,0.0312,0.66,0.000277,0.07,0.471,117.974,audio_features,5afHIkEcVhCF1Z1CTqMUXB,https://api.spotify.com/v1/tracks/5afHIkEcVhCF1Z1CTqMUXB,https://api.spotify.com/v1/audio-analysis/5afHIkEcVhCF1Z1CTqMUXB,186147,4
