artist,songs,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Sia,Helium (Sia vs. David Guetta & Afrojack),spotify:track:2ludbmtPoyCPe2K08fAlFl,0.542,0.587,4,-6.145,1,0.035,0.0977,0.0,0.2,0.243,136.915,audio_features,2ludbmtPoyCPe2K08fAlFl,https://api.spotify.com/v1/tracks/2ludbmtPoyCPe2K08fAlFl,https://api.spotify.com/v1/audio-analysis/2ludbmtPoyCPe2K08fAlFl,237372,4
Lil Pump,Designer,spotify:track:4xKdh72z7sb51GRyHii3B6,0.864,0.484,6,-9.159,0,0.344,0.205,0.0,0.248,0.534,160.052,audio_features,4xKdh72z7sb51GRyHii3B6,https://api.spotify.com/v1/tracks/4xKdh72z7sb51GRyHii3B6,https://api.spotify.com/v1/audio-analysis/4xKdh72z7sb51GRyHii3B6,144560,4
Ski Mask The Slump God,BabyWipe,spotify:track:4cXe7l3Y5Wv2ZMGDOsxfyX,0.886,0.516,1,-8.377,1,0.263,0.0261,0.0,0.375,0.583,148.055,audio_features,4cXe7l3Y5Wv2ZMGDOsxfyX,https://api.spotify.com/v1/tracks/4cXe7l3Y5Wv2ZMGDOsxfyX,https://api.spotify.com/v1/audio-analysis/4cXe7l3Y5Wv2ZMGDOsxfyX,168640,4
Migos,White Sand,spotify:track:2KokOIKdw4zZutDil85Ugh,0.827,0.591,5,-7.504,0,0.0744,0.0307,0.0,0.273,0.402,142.113,audio_features,2KokOIKdw4zZutDil85Ugh,https://api.spotify.com/v1/tracks/2KokOIKdw4zZutDil85Ugh,https://api.spotify.com/v1/audio-analysis/2KokOIKdw4zZutDil85Ugh,202835,4
Bazzi,Mine,spotify:track:6tHWl8ows5JOZq9Yfaqn3M,0.716,0.805,4,-3.839,1,0.0856,0.014,3.1e-06,0.291,0.719,142.886,audio_features,6tHWl8ows5JOZq9Yfaqn3M,https://api.spotify.com/v1/tracks/6tHWl8ows5JOZq9Yfaqn3M,https://api.spotify.com/v1/audio-analysis/6tHWl8ows5JOZq9Yfaqn3M,133995,4
Famous Dex,PICK IT UP (feat. A$AP Rocky),spotify:track:3ncgNpxLoBQ65ABk4djDyd,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,audio_features,3ncgNpxLoBQ65ABk4djDyd,https://api.spotify.com/v1/tracks/3ncgNpxLoBQ65ABk4djDyd,https://api.spotify.com/v1/audio-analysis/3ncgNpxLoBQ65ABk4djDyd,191252,4
Migos,BBO (Bad Bitches Only),spotify:track:4BHzHISX21PYwGXiBEUQ70,0.808,0.771,4,-5.719,0,0.0645,0.0413,1.29e-06,0.18,0.471,161.94,audio_features,4BHzHISX21PYwGXiBEUQ70,https://api.spotify.com/v1/tracks/4BHzHISX21PYwGXiBEUQ70,https://api.spotify.com/v1/audio-analysis/4BHzHISX21PYwGXiBEUQ70,251859,4
Migos,Walk It Talk It,spotify:track:1jr1BnpXymcf2i97mTR8tJ,0.909,0.631,9,-5.447,1,0.205,0.0717,0.0,0.108,0.394,145.968,audio_features,1jr1BnpXymcf2i97mTR8tJ,https://api.spotify.com/v1/tracks/1jr1BnpXymcf2i97mTR8tJ,https://api.spotify.com/v1/audio-analysis/1jr1BnpXymcf2i97mTR8tJ,276147,4
Migos,Stir Fry,spotify:track:2tek8UnoiJdkmpPMqa5KRQ,0.814,0.819,2,-5.48,1,0.251,0.00316,0.0,0.133,0.517,181.958,audio_features,2tek8UnoiJdkmpPMqa5KRQ,https://api.spotify.com/v1/tracks/2tek8UnoiJdkmpPMqa5KRQ,https://api.spotify.com/v1/audio-analysis/2tek8UnoiJdkmpPMqa5KRQ,190288,4
Migos,Narcos,spotify:track:0wbnC9AUenxp613TYaJsGK,0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,audio_features,0wbnC9AUenxp613TYaJsGK,https://api.spotify.com/v1/tracks/0wbnC9AUenxp613TYaJsGK,https://api.spotify.com/v1/audio-analysis/0wbnC9AUenxp613TYaJsGK,255379,4
Gettomasa,Lössi,spotify:track:2XruMFzX9m7Zup8LStQVlb,0.883,0.7,9,-4.63,0,0.156,0.162,5.37e-06,0.113,0.564,99.97,audio_features,2XruMFzX9m7Zup8LStQVlb,https://api.spotify.com/v1/tracks/2XruMFzX9m7Zup8LStQVlb,https://api.spotify.com/v1/audio-analysis/2XruMFzX9m7Zup8LStQVlb,235500,4
Tyla Yaweh,Drugs & Pain,spotify:track:7v5tZiHSglBIeMU4jf1VC3,0.898,0.363,6,-8.877,1,0.17,0.226,0.0,0.0746,0.798,140.037,audio_features,7v5tZiHSglBIeMU4jf1VC3,https://api.spotify.com/v1/tracks/7v5tZiHSglBIeMU4jf1VC3,https://api.spotify.com/v1/audio-analysis/7v5tZiHSglBIeMU4jf1VC3,138057,4
Riverdale Cast,"Mad World (From ""Riverdale"")",spotify:track:0oPhXJnORDeS1Q2PZmFBc1,0.476,0.343,3,-10.417,1,0.0339,0.59,0.0,0.128,0.239,171.764,audio_features,0oPhXJnORDeS1Q2PZmFBc1,https://api.spotify.com/v1/tracks/0oPhXJnORDeS1Q2PZmFBc1,https://api.spotify.com/v1/audio-analysis/0oPhXJnORDeS1Q2PZmFBc1,188180,4
Carnage,i Shyne,spotify:track:0Rt2ekFM9bXqeAgR0TLZkz,0.776,0.732,8,-3.719,1,0.081,0.175,0.0,0.364,0.383,144.076,audio_features,0Rt2ekFM9bXqeAgR0TLZkz,https://api.spotify.com/v1/tracks/0Rt2ekFM9bXqeAgR0TLZkz,https://api.spotify.com/v1/audio-analysis/0Rt2ekFM9bXqeAgR0TLZkz,153351,4
Drake,God's Plan,spotify:track:2XW4DbS6NddZxRPm5rMCeY,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,audio_features,2XW4DbS6NddZxRPm5rMCeY,https://api.spotify.com/v1/tracks/2XW4DbS6NddZxRPm5rMCeY,https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY,198960,4
Lil Skies,Nowadays (feat. Landon Cube),spotify:track:2u7mxWSeoqTXndK5e08jMp,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,audio_features,2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/tracks/2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/audio-analysis/2u7mxWSeoqTXndK5e08jMp,203908,4
Zac Efron,Rewrite The Stars,spotify:track:630sXRhIcfwr2e4RdNtjKN,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,audio_features,630sXRhIcfwr2e4RdNtjKN,https://api.spotify.com/v1/tracks/630sXRhIcfwr2e4RdNtjKN,https://api.spotify.com/v1/audio-analysis/630sXRhIcfwr2e4RdNtjKN,217440,4
Lil Xan,Slingshot,spotify:track:2gfKNyAHI4MBwBkkP3hXCE,0.938,0.813,7,-6.872,0,0.27,0.0624,1.23e-06,0.0801,0.73,122.984,audio_features,2gfKNyAHI4MBwBkkP3hXCE,https://api.spotify.com/v1/tracks/2gfKNyAHI4MBwBkkP3hXCE,https://api.spotify.com/v1/audio-analysis/2gfKNyAHI4MBwBkkP3hXCE,90747,4
Geto Boys,Mind Playing Tricks on Me,spotify:track:63BokRfXSQhEU6Qi2dSJpZ,0.886,0.512,10,-11.825,0,0.237,0.207,0.0,0.0991,0.454,93.997,audio_features,63BokRfXSQhEU6Qi2dSJpZ,https://api.spotify.com/v1/tracks/63BokRfXSQhEU6Qi2dSJpZ,https://api.spotify.com/v1/audio-analysis/63BokRfXSQhEU6Qi2dSJpZ,308733,4
XXXTENTACION,Everybody Dies In Their Nightmares,spotify:track:3GVkPk8mqxz0itaAriG1L7,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,audio_features,3GVkPk8mqxz0itaAriG1L7,https://api.spotify.com/v1/tracks/3GVkPk8mqxz0itaAriG1L7,https://api.spotify.com/v1/audio-analysis/3GVkPk8mqxz0itaAriG1L7,95467,4
Pyhimys,Jättiläinen,spotify:track:0ECAT7Yu90YumhfMP1F4eC,0.609,0.649,9,-5.766,1,0.0859,0.172,0.0,0.196,0.303,76.982,audio_features,0ECAT7Yu90YumhfMP1F4eC,https://api.spotify.com/v1/tracks/0ECAT7Yu90YumhfMP1F4eC,https://api.spotify.com/v1/audio-analysis/0ECAT7Yu90YumhfMP1F4eC,238325,4
3OH!3,DONTTRUSTME,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,audio_features,5jzX4dWVQeBTtfBaXnMRt5,https://api.spotify.com/v1/tracks/5jzX4dWVQeBTtfBaXnMRt5,https://api.spotify.com/v1/audio-analysis/5jzX4dWVQeBTtfBaXnMRt5,192573,4
Kendrick Lamar,All The Stars (with SZA),spotify:track:66kQ7wr4d2LwwSjr7HXcyr,0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,audio_features,66kQ7wr4d2LwwSjr7HXcyr,https://api.spotify.com/v1/tracks/66kQ7wr4d2LwwSjr7HXcyr,https://api.spotify.com/v1/audio-analysis/66kQ7wr4d2LwwSjr7HXcyr,235540,4
Mikael Gabriel,Pimeyteen,spotify:track:7rhej63k3GAokc05uB7hNf,0.529,0.671,10,-5.458,1,0.0974,0.011,0.000171,0.137,0.7,81.301,audio_features,7rhej63k3GAokc05uB7hNf,https://api.spotify.com/v1/tracks/7rhej63k3GAokc05uB7hNf,https://api.spotify.com/v1/audio-analysis/7rhej63k3GAokc05uB7hNf,196701,4
Chris Brown,Loyal,spotify:track:7kqcudBGM74MXVoYMaoWkC,0.845,0.506,1,-5.971,1,0.0409,0.0228,1.03e-06,0.0879,0.647,99.051,audio_features,7kqcudBGM74MXVoYMaoWkC,https://api.spotify.com/v1/tracks/7kqcudBGM74MXVoYMaoWkC,https://api.spotify.com/v1/audio-analysis/7kqcudBGM74MXVoYMaoWkC,264947,4
Pitbull,Hotel Room Service (feat. Nicole Scherzinger) - Remix,spotify:track:4lxE7lFNmTmL7SVGAzxDnw,0.78,0.742,6,-6.098,1,0.144,0.012,0.0,0.0908,0.878,125.94,audio_features,4lxE7lFNmTmL7SVGAzxDnw,https://api.spotify.com/v1/tracks/4lxE7lFNmTmL7SVGAzxDnw,https://api.spotify.com/v1/audio-analysis/4lxE7lFNmTmL7SVGAzxDnw,227467,4
MHD,Afro Trap Pt. 7 (La puissance),spotify:track:6x8j5V85ZJHtvOSjSamcVc,0.971,0.796,8,-5.731,0,0.306,0.0871,0.0,0.139,0.821,120.039,audio_features,6x8j5V85ZJHtvOSjSamcVc,https://api.spotify.com/v1/tracks/6x8j5V85ZJHtvOSjSamcVc,https://api.spotify.com/v1/audio-analysis/6x8j5V85ZJHtvOSjSamcVc,140078,4
Sigma,Find Me,spotify:track:2Wr970IfovsSGnfkE08iMF,0.572,0.797,5,-3.995,0,0.0483,0.064,0.0,0.105,0.252,135.006,audio_features,2Wr970IfovsSGnfkE08iMF,https://api.spotify.com/v1/tracks/2Wr970IfovsSGnfkE08iMF,https://api.spotify.com/v1/audio-analysis/2Wr970IfovsSGnfkE08iMF,204444,4
Sasha Lopez,All My People (feat. Broono),spotify:track:6uYstQyYEv3oUWvPFfkeju,0.788,0.898,11,-5.492,0,0.0594,0.0196,0.00342,0.957,0.809,127.962,audio_features,6uYstQyYEv3oUWvPFfkeju,https://api.spotify.com/v1/tracks/6uYstQyYEv3oUWvPFfkeju,https://api.spotify.com/v1/audio-analysis/6uYstQyYEv3oUWvPFfkeju,232000,4
Bizzey,Traag,spotify:track:7shAADk9RbPvnwCSkjctFJ,0.836,0.878,0,-4.629,1,0.0709,0.103,0.0149,0.131,0.608,99.985,audio_features,7shAADk9RbPvnwCSkjctFJ,https://api.spotify.com/v1/tracks/7shAADk9RbPvnwCSkjctFJ,https://api.spotify.com/v1/audio-analysis/7shAADk9RbPvnwCSkjctFJ,189619,4
JVG,Popkorni,spotify:track:7mGdJWJETc696zijUeZ2FD,0.75,0.737,0,-4.89,1,0.0723,0.00595,0.000114,0.113,0.354,97.921,audio_features,7mGdJWJETc696zijUeZ2FD,https://api.spotify.com/v1/tracks/7mGdJWJETc696zijUeZ2FD,https://api.spotify.com/v1/audio-analysis/7mGdJWJETc696zijUeZ2FD,211789,4
Aste,Monaco,spotify:track:6Z4UPnU2Kwvws4CYN0kZbw,0.771,0.873,7,-4.386,0,0.11,0.442,0.0,0.235,0.428,90.997,audio_features,6Z4UPnU2Kwvws4CYN0kZbw,https://api.spotify.com/v1/tracks/6Z4UPnU2Kwvws4CYN0kZbw,https://api.spotify.com/v1/audio-analysis/6Z4UPnU2Kwvws4CYN0kZbw,204382,4
Cardi B,Bartier Cardi (feat. 21 Savage),spotify:track:75FDPwaULRdYDn4StFN2rT,0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,audio_features,75FDPwaULRdYDn4StFN2rT,https://api.spotify.com/v1/tracks/75FDPwaULRdYDn4StFN2rT,https://api.spotify.com/v1/audio-analysis/75FDPwaULRdYDn4StFN2rT,224613,4
XXXTENTACION,Look At Me!,spotify:track:6eYxmK9fdL4hwLnXG2zY3s,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,audio_features,6eYxmK9fdL4hwLnXG2zY3s,https://api.spotify.com/v1/tracks/6eYxmK9fdL4hwLnXG2zY3s,https://api.spotify.com/v1/audio-analysis/6eYxmK9fdL4hwLnXG2zY3s,126346,4
XXXTENTACION,I Don't Wanna Do This Anymore,spotify:track:5de9Ho64dovuQI8Uhn5gPD,0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,audio_features,5de9Ho64dovuQI8Uhn5gPD,https://api.spotify.com/v1/tracks/5de9Ho64dovuQI8Uhn5gPD,https://api.spotify.com/v1/audio-analysis/5de9Ho64dovuQI8Uhn5gPD,87561,4
Lil Peep,U Said,spotify:track:44Gw1IvWT75LCsRn69YBN6,0.265,0.827,7,-4.661,1,0.104,0.0434,0.0,0.117,0.131,82.032,audio_features,44Gw1IvWT75LCsRn69YBN6,https://api.spotify.com/v1/tracks/44Gw1IvWT75LCsRn69YBN6,https://api.spotify.com/v1/audio-analysis/44Gw1IvWT75LCsRn69YBN6,224053,4
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),spotify:track:5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,audio_features,5uDASfU19gDxSjW8cnCaBp,https://api.spotify.com/v1/tracks/5uDASfU19gDxSjW8cnCaBp,https://api.spotify.com/v1/audio-analysis/5uDASfU19gDxSjW8cnCaBp,177184,4
G-Eazy,Mama Always Told Me,spotify:track:3DgoM4s0T7VoHEQkp3xUsW,0.747,0.714,6,-5.123,0,0.14,0.0169,0.0,0.138,0.461,144.969,audio_features,3DgoM4s0T7VoHEQkp3xUsW,https://api.spotify.com/v1/tracks/3DgoM4s0T7VoHEQkp3xUsW,https://api.spotify.com/v1/audio-analysis/3DgoM4s0T7VoHEQkp3xUsW,191013,4
G-Eazy,Pray For Me,spotify:track:6wOCaV1MY8CN2ujNJSfr5z,0.77,0.502,5,-9.604,0,0.13,0.0614,0.0,0.069,0.305,127.946,audio_features,6wOCaV1MY8CN2ujNJSfr5z,https://api.spotify.com/v1/tracks/6wOCaV1MY8CN2ujNJSfr5z,https://api.spotify.com/v1/audio-analysis/6wOCaV1MY8CN2ujNJSfr5z,207907,4
G-Eazy,The Beautiful & Damned,spotify:track:2WWruw7ul9N7eqoHELyMc2,0.656,0.804,8,-5.191,0,0.363,0.173,0.0,0.837,0.314,125.882,audio_features,2WWruw7ul9N7eqoHELyMc2,https://api.spotify.com/v1/tracks/2WWruw7ul9N7eqoHELyMc2,https://api.spotify.com/v1/audio-analysis/2WWruw7ul9N7eqoHELyMc2,189307,4
G-Eazy,Pick Me Up,spotify:track:18bhLb1XbBQbRj9QAvIiHt,0.584,0.731,1,-6.209,1,0.209,0.114,3.48e-05,0.607,0.44,84.913,audio_features,18bhLb1XbBQbRj9QAvIiHt,https://api.spotify.com/v1/tracks/18bhLb1XbBQbRj9QAvIiHt,https://api.spotify.com/v1/audio-analysis/18bhLb1XbBQbRj9QAvIiHt,228960,4
Eminem,Nowhere Fast (feat. Kehlani),spotify:track:6Ww0J5EFjiPxkgZpEkRQVN,0.708,0.729,11,-4.621,1,0.188,0.261,0.0,0.0692,0.644,79.024,audio_features,6Ww0J5EFjiPxkgZpEkRQVN,https://api.spotify.com/v1/tracks/6Ww0J5EFjiPxkgZpEkRQVN,https://api.spotify.com/v1/audio-analysis/6Ww0J5EFjiPxkgZpEkRQVN,264173,4
Lil Peep,Save That Shit,spotify:track:0S0vWvyZ6Rc79TXkWxT9QA,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,audio_features,0S0vWvyZ6Rc79TXkWxT9QA,https://api.spotify.com/v1/tracks/0S0vWvyZ6Rc79TXkWxT9QA,https://api.spotify.com/v1/audio-analysis/0S0vWvyZ6Rc79TXkWxT9QA,231547,4
Kodak Black,Roll in Peace (feat. XXXTENTACION),spotify:track:40oKW22ZNNkEdZLJTScaQI,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,audio_features,40oKW22ZNNkEdZLJTScaQI,https://api.spotify.com/v1/tracks/40oKW22ZNNkEdZLJTScaQI,https://api.spotify.com/v1/audio-analysis/40oKW22ZNNkEdZLJTScaQI,213132,4
A$AP Ferg,Plain Jane,spotify:track:4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,audio_features,4dVpf9jZjcORqGTLUaeYj9,https://api.spotify.com/v1/tracks/4dVpf9jZjcORqGTLUaeYj9,https://api.spotify.com/v1/audio-analysis/4dVpf9jZjcORqGTLUaeYj9,173600,4
blackbear,do re mi (feat. Gucci Mane),spotify:track:22Y3qQ0mtEPhmCosbdBaZ3,0.739,0.663,8,-6.331,1,0.0601,0.0058,0.0,0.212,0.196,112.025,audio_features,22Y3qQ0mtEPhmCosbdBaZ3,https://api.spotify.com/v1/tracks/22Y3qQ0mtEPhmCosbdBaZ3,https://api.spotify.com/v1/audio-analysis/22Y3qQ0mtEPhmCosbdBaZ3,233705,3
G-Eazy,But A Dream,spotify:track:6sDCgB1Ulh7aw92mk0opyd,0.583,0.685,8,-6.978,1,0.425,0.162,0.0,0.0858,0.44,155.947,audio_features,6sDCgB1Ulh7aw92mk0opyd,https://api.spotify.com/v1/tracks/6sDCgB1Ulh7aw92mk0opyd,https://api.spotify.com/v1/audio-analysis/6sDCgB1Ulh7aw92mk0opyd,206427,4
YBN Nahmir,Rubbin Off The Paint,spotify:track:0taOCiup4HNG9LmbduVlJj,0.721,0.71,7,-9.294,1,0.295,0.000662,0.0,0.359,0.51,108.024,audio_features,0taOCiup4HNG9LmbduVlJj,https://api.spotify.com/v1/tracks/0taOCiup4HNG9LmbduVlJj,https://api.spotify.com/v1/audio-analysis/0taOCiup4HNG9LmbduVlJj,156057,5
Lil Xan,Betrayed,spotify:track:6NWl2m8asvH83xjuXVNsuG,0.823,0.419,10,-10.358,0,0.165,0.416,0.0,0.105,0.277,119.958,audio_features,6NWl2m8asvH83xjuXVNsuG,https://api.spotify.com/v1/tracks/6NWl2m8asvH83xjuXVNsuG,https://api.spotify.com/v1/audio-analysis/6NWl2m8asvH83xjuXVNsuG,187453,4
Lil Peep,Better Off - Dying,spotify:track:4lnqTcdVROEbWcYenOhgTa,0.521,0.766,3,-4.693,1,0.0409,0.00835,0.0,0.155,0.196,74.987,audio_features,4lnqTcdVROEbWcYenOhgTa,https://api.spotify.com/v1/tracks/4lnqTcdVROEbWcYenOhgTa,https://api.spotify.com/v1/audio-analysis/4lnqTcdVROEbWcYenOhgTa,154815,4
XXXTENTACION,Revenge,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,audio_features,5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,120027,4
XXXTENTACION,Look At Me!,spotify:track:7floNISpH8VF4z4459Qo18,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,audio_features,7floNISpH8VF4z4459Qo18,https://api.spotify.com/v1/tracks/7floNISpH8VF4z4459Qo18,https://api.spotify.com/v1/audio-analysis/7floNISpH8VF4z4459Qo18,126346,4
Lil Pump,Iced Out (feat. 2 Chainz),spotify:track:1c5Lbn9mYwNYbnNiizw6D0,0.934,0.407,0,-8.058,1,0.345,0.00365,0.0,0.11,0.0793,140.024,audio_features,1c5Lbn9mYwNYbnNiizw6D0,https://api.spotify.com/v1/tracks/1c5Lbn9mYwNYbnNiizw6D0,https://api.spotify.com/v1/audio-analysis/1c5Lbn9mYwNYbnNiizw6D0,192000,4
Lil Pump,Next (feat. Rich the Kid),spotify:track:1xjX4vrqHG1BWk2d91FUvq,0.755,0.56,1,-5.497,1,0.157,0.1,0.0,0.0778,0.587,78.033,audio_features,1xjX4vrqHG1BWk2d91FUvq,https://api.spotify.com/v1/tracks/1xjX4vrqHG1BWk2d91FUvq,https://api.spotify.com/v1/audio-analysis/1xjX4vrqHG1BWk2d91FUvq,148320,4
Kodak Black,Transportin',spotify:track:1WIZiOuNO3woKfdlSK2gNn,0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,audio_features,1WIZiOuNO3woKfdlSK2gNn,https://api.spotify.com/v1/tracks/1WIZiOuNO3woKfdlSK2gNn,https://api.spotify.com/v1/audio-analysis/1WIZiOuNO3woKfdlSK2gNn,169345,4
Sander van Doorn,Gold Skies - Tiësto Remix,spotify:track:73vEP9D6XDrPnPdsMIoN0Z,0.545,0.972,2,-2.397,1,0.0715,0.000197,0.75,0.0773,0.435,128.012,audio_features,73vEP9D6XDrPnPdsMIoN0Z,https://api.spotify.com/v1/tracks/73vEP9D6XDrPnPdsMIoN0Z,https://api.spotify.com/v1/audio-analysis/73vEP9D6XDrPnPdsMIoN0Z,306103,4
Axwell /\ Ingrosso,Dreamer,spotify:track:7BfiAzV3ASEK9egnfxN1v1,0.625,0.833,7,-5.389,0,0.0347,0.0274,0.0,0.264,0.581,126.013,audio_features,7BfiAzV3ASEK9egnfxN1v1,https://api.spotify.com/v1/tracks/7BfiAzV3ASEK9egnfxN1v1,https://api.spotify.com/v1/audio-analysis/7BfiAzV3ASEK9egnfxN1v1,251147,4
Camila Cabello,Crown (with Camila Cabello & Grey),spotify:track:7qrMWXNwE1aD1o1sBnyIAh,0.498,0.608,7,-5.435,0,0.0733,0.221,0.0,0.121,0.123,169.936,audio_features,7qrMWXNwE1aD1o1sBnyIAh,https://api.spotify.com/v1/tracks/7qrMWXNwE1aD1o1sBnyIAh,https://api.spotify.com/v1/audio-analysis/7qrMWXNwE1aD1o1sBnyIAh,201520,4
Jeezy,American Dream,spotify:track:6zDxqK3JUFyLelnMGpYzOj,0.639,0.845,2,-5.707,1,0.186,0.0603,0.0,0.303,0.615,76.973,audio_features,6zDxqK3JUFyLelnMGpYzOj,https://api.spotify.com/v1/tracks/6zDxqK3JUFyLelnMGpYzOj,https://api.spotify.com/v1/audio-analysis/6zDxqK3JUFyLelnMGpYzOj,249040,4
Eminem,Need Me (feat. Pink),spotify:track:4hGZxsGcFnuCJXn25EWj5j,0.697,0.664,10,-7.148,1,0.0626,0.00501,0.0,0.304,0.566,104.979,audio_features,4hGZxsGcFnuCJXn25EWj5j,https://api.spotify.com/v1/tracks/4hGZxsGcFnuCJXn25EWj5j,https://api.spotify.com/v1/audio-analysis/4hGZxsGcFnuCJXn25EWj5j,265467,3
Eminem,Tragic Endings (feat. Skylar Grey),spotify:track:107CfwBqfICzcKur8k7UCA,0.634,0.771,4,-4.957,0,0.295,0.429,0.0,0.689,0.522,80.971,audio_features,107CfwBqfICzcKur8k7UCA,https://api.spotify.com/v1/tracks/107CfwBqfICzcKur8k7UCA,https://api.spotify.com/v1/audio-analysis/107CfwBqfICzcKur8k7UCA,252027,4
Eminem,Bad Husband (feat. X Ambassadors),spotify:track:5p9ufaI7TwrlXtmiKCz3q3,0.51,0.72,10,-5.157,0,0.317,0.083,0.0,0.118,0.451,94.289,audio_features,5p9ufaI7TwrlXtmiKCz3q3,https://api.spotify.com/v1/tracks/5p9ufaI7TwrlXtmiKCz3q3,https://api.spotify.com/v1/audio-analysis/5p9ufaI7TwrlXtmiKCz3q3,287893,3
Eminem,Like Home (feat. Alicia Keys),spotify:track:2rozzUGTRWqhTa2NzJAl8I,0.778,0.783,8,-4.534,1,0.239,0.258,0.0,0.231,0.285,109.911,audio_features,2rozzUGTRWqhTa2NzJAl8I,https://api.spotify.com/v1/tracks/2rozzUGTRWqhTa2NzJAl8I,https://api.spotify.com/v1/audio-analysis/2rozzUGTRWqhTa2NzJAl8I,245467,4
Eminem,River (feat. Ed Sheeran),spotify:track:5UEnHoDYpsxlfzWLZIc7LD,0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,audio_features,5UEnHoDYpsxlfzWLZIc7LD,https://api.spotify.com/v1/tracks/5UEnHoDYpsxlfzWLZIc7LD,https://api.spotify.com/v1/audio-analysis/5UEnHoDYpsxlfzWLZIc7LD,221013,4
Eminem,Believe,spotify:track:2XDhuJvvx2wcIROXbfTTYr,0.886,0.488,1,-5.628,0,0.184,0.166,0.0,0.343,0.114,130.064,audio_features,2XDhuJvvx2wcIROXbfTTYr,https://api.spotify.com/v1/tracks/2XDhuJvvx2wcIROXbfTTYr,https://api.spotify.com/v1/audio-analysis/2XDhuJvvx2wcIROXbfTTYr,315347,4
G-Eazy,Love Is Gone,spotify:track:7aW0z1jKq6FgB7ffpbocg6,0.631,0.79,8,-5.128,1,0.391,0.144,0.0,0.213,0.23,80.522,audio_features,7aW0z1jKq6FgB7ffpbocg6,https://api.spotify.com/v1/tracks/7aW0z1jKq6FgB7ffpbocg6,https://api.spotify.com/v1/audio-analysis/7aW0z1jKq6FgB7ffpbocg6,234613,4
blackbear,dirty laundry,spotify:track:0qgZvYWLIqDn0tXimF8gPa,0.766,0.64,0,-8.899,1,0.0345,0.051,0.0,0.237,0.67,100.044,audio_features,0qgZvYWLIqDn0tXimF8gPa,https://api.spotify.com/v1/tracks/0qgZvYWLIqDn0tXimF8gPa,https://api.spotify.com/v1/audio-analysis/0qgZvYWLIqDn0tXimF8gPa,165600,4
Pikku G,Solmussa (feat. BEHM),spotify:track:2rHVaNBkAWylDbgh9l47n5,0.65,0.672,2,-5.85,1,0.148,0.447,0.0,0.285,0.387,115.052,audio_features,2rHVaNBkAWylDbgh9l47n5,https://api.spotify.com/v1/tracks/2rHVaNBkAWylDbgh9l47n5,https://api.spotify.com/v1/audio-analysis/2rHVaNBkAWylDbgh9l47n5,191321,4
Big Sean,Pull Up N Wreck (With Metro Boomin),spotify:track:0Gux2yTMWYOlcBUNjGJu5p,0.507,0.442,10,-7.279,1,0.367,0.0129,0.000148,0.174,0.107,173.03,audio_features,0Gux2yTMWYOlcBUNjGJu5p,https://api.spotify.com/v1/tracks/0Gux2yTMWYOlcBUNjGJu5p,https://api.spotify.com/v1/audio-analysis/0Gux2yTMWYOlcBUNjGJu5p,227707,4
